Date,port_return,spy_return,active_return
2026-03-03,-0.00950567572910982,-0.00881433848279567,-0.0006913372463141498
2026-03-04,0.007666181032908716,0.007055308353084655,0.0006108726798240609
2026-03-05,-0.004793220612130543,-0.005575546846393831,0.0007823262342632874
2026-03-06,-0.013134816511685056,-0.013107135070836495,-2.7681440848560668e-05
2026-03-09,0.009601336275127098,0.008760025013039074,0.000841311262088024
2026-03-10,-0.0018577205566265925,-0.0016071269053671289,-0.0002505936512594636
2026-03-11,-0.0005630931056870144,-0.0012551629285171284,0.000692069822830114
2026-03-12,-0.015247756589836526,-0.015184948869363502,-6.280772047302478e-05
2026-03-13,-0.006535490587703187,-0.005660109501006372,-0.0008753810866968153
2026-03-16,0.01023485778866316,0.010176866111483163,5.799167717999813e-05
2026-03-17,0.002594238099238726,0.00263055486997521,-3.631677073648396e-05
2026-03-18,-0.013549231849874754,-0.013953645387120184,0.00040441353724542974
2026-03-19,-0.0026429567121606136,-0.0024643404851918405,-0.00017861622696877313
2026-03-20,-0.015650767605767633,-0.01433577587250423,-0.0013149917332634029
2026-03-23,0.011660616365189728,0.01050001924493782,0.0011605971202519084
2026-03-24,-0.005007037996550378,-0.0033568497522664664,-0.0016501882442839112
2026-03-25,0.005472759684506969,0.0055727589473859585,-9.999926287898933e-05
2026-03-26,-0.017838926921963188,-0.017858744158138706,1.9817236175518477e-05
2026-03-27,-0.01720409879012576,-0.017051883523327982,-0.000152215266797779
2026-03-30,-0.003958878178891473,-0.0033434623831846144,-0.0006154157957068583
2026-03-31,0.03022401423879479,0.02906792569891481,0.0011560885398799806
2026-04-01,0.007619900681094496,0.007534463782890022,8.543689820447384e-05
2026-04-02,0.0009887803246204398,0.0009004744280911581,8.83058965292817e-05
2026-04-06,0.004785049228361249,0.004726797348638012,5.825187972323658e-05
2026-04-07,0.001981482392313726,0.0004400741058487867,0.0015414082864649392
2026-04-08,0.025372767765542727,0.025469554638327674,-9.678687278494649e-05
2026-04-09,0.006290108194158308,0.00576909117108837,0.0005210170230699387
2026-04-10,-0.00020464070772876531,-0.0006617805145495703,0.000457139806820805
2026-04-13,0.01037552772569456,0.009772397784351794,0.0006031299413427667
2026-04-14,0.012686587551190714,0.01218488075237012,0.0005017067988205941
2026-04-15,0.008860555619556738,0.007890994867038925,0.0009695607525178132
2026-04-16,0.0022532219900897486,0.002457311622604319,-0.00020408963251457041
2026-04-17,0.012311538834810237,0.012085685130224011,0.000225853704586226
2026-04-20,-0.0028389690042392715,-0.001999667552905704,-0.0008393014513335675
2026-04-21,-0.006425154550167305,-0.006546949154936255,0.00012179460476894992
2026-04-22,0.011478369605862378,0.010126696838070659,0.001351672767791719
2026-04-23,-0.004213793102409644,-0.0038807239498251933,-0.00033306915258445036
2026-04-24,0.008534330742936058,0.007749297960024215,0.0007850327829118427
